"item_id","tag_id","itemtotag_timestamp"
28,3,"2011-08-30 14:16:15"
28,5,"2011-08-30 14:16:15"
28,33,"2011-08-30 14:16:15"
29,1,"2011-08-30 14:16:15"
29,2,"2011-08-30 14:16:15"
29,7,"2011-08-30 14:16:15"
29,34,"2011-08-30 14:16:15"
29,35,"2011-08-30 14:16:15"
30,1,"2011-08-30 14:16:15"
30,2,"2011-08-30 14:16:15"
30,7,"2011-08-30 14:16:15"
30,34,"2011-08-30 14:16:15"
30,36,"2011-08-30 14:16:15"
31,1,"2011-08-30 14:16:15"
31,2,"2011-08-30 14:16:15"
31,7,"2011-08-30 14:16:15"
31,34,"2011-08-30 14:16:15"
31,37,"2011-08-30 14:16:15"
32,1,"2011-08-30 14:16:15"
32,2,"2011-08-30 14:16:15"
32,7,"2011-08-30 14:16:15"
32,34,"2011-08-30 14:16:15"
32,38,"2011-08-30 14:16:15"
33,1,"2011-08-30 14:16:15"
33,2,"2011-08-30 14:16:15"
33,7,"2011-08-30 14:16:15"
33,34,"2011-08-30 14:16:15"
33,39,"2011-08-30 14:16:15"
34,1,"2011-08-30 14:16:15"
34,2,"2011-08-30 14:16:15"
34,7,"2011-08-30 14:16:15"
34,34,"2011-08-30 14:16:15"
34,40,"2011-08-30 14:16:15"
35,1,"2011-08-30 14:16:15"
35,2,"2011-08-30 14:16:15"
35,7,"2011-08-30 14:16:15"
35,34,"2011-08-30 14:16:15"
35,41,"2011-08-30 14:16:15"
36,1,"2011-08-30 14:16:15"
36,2,"2011-08-30 14:16:15"
36,7,"2011-08-30 14:16:15"
36,34,"2011-08-30 14:16:15"
36,42,"2011-08-30 14:16:15"
37,1,"2011-08-30 14:16:15"
37,2,"2011-08-30 14:16:15"
37,7,"2011-08-30 14:16:15"
37,34,"2011-08-30 14:16:15"
37,43,"2011-08-30 14:16:15"
38,1,"2011-08-30 14:16:15"
38,2,"2011-08-30 14:16:15"
38,7,"2011-08-30 14:16:15"
38,34,"2011-08-30 14:16:15"
38,44,"2011-08-30 14:16:15"
39,1,"2011-08-30 14:16:15"
39,2,"2011-08-30 14:16:15"
39,7,"2011-08-30 14:16:15"
39,34,"2011-08-30 14:16:15"
39,45,"2011-08-30 14:16:15"
40,1,"2011-08-30 14:16:15"
40,2,"2011-08-30 14:16:15"
40,7,"2011-08-30 14:16:15"
40,46,"2011-08-30 14:16:15"
40,47,"2011-08-30 14:16:15"
40,369,"2015-05-05 13:19:28"
40,373,"2015-05-05 13:19:28"
41,1,"2011-08-30 14:16:15"
41,2,"2011-08-30 14:16:15"
41,46,"2011-08-30 14:16:15"
41,48,"2011-08-30 14:16:15"
41,204,"2015-05-18 13:47:44"
41,205,"2015-05-18 13:47:44"
41,389,"2015-05-18 13:47:44"
41,495,"2015-05-18 13:47:44"
41,566,"2015-05-18 13:47:44"
42,1,"2011-08-30 14:16:15"
42,2,"2011-08-30 14:16:15"
42,46,"2011-08-30 14:16:15"
42,49,"2011-08-30 14:16:15"
42,353,"2015-05-18 13:36:23"
42,354,"2015-05-18 13:36:23"
42,369,"2015-05-18 13:36:23"
42,385,"2015-05-18 13:36:23"
42,434,"2015-05-18 13:36:23"
42,438,"2015-05-18 13:36:23"
43,1,"2011-08-30 14:16:15"
43,2,"2011-08-30 14:16:15"
43,46,"2011-08-30 14:16:15"
43,50,"2011-08-30 14:16:15"
43,156,"2015-05-18 13:02:27"
43,161,"2015-05-18 13:02:27"
43,190,"2015-05-18 13:02:27"
43,204,"2015-05-18 13:02:27"
43,205,"2015-05-18 13:02:27"
43,235,"2015-05-18 13:02:27"
43,369,"2015-05-18 13:02:27"
43,373,"2015-05-18 13:02:27"
43,384,"2015-05-18 13:02:27"
43,389,"2015-05-18 13:02:27"
43,433,"2015-05-18 13:02:27"
45,1,"2011-08-30 14:16:15"
45,2,"2011-08-30 14:16:15"
45,46,"2011-08-30 14:16:15"
45,52,"2011-08-30 14:16:15"
45,369,"2015-05-18 12:55:44"
45,373,"2015-05-18 12:55:44"
46,1,"2011-08-30 14:16:15"
46,2,"2011-08-30 14:16:15"
46,46,"2011-08-30 14:16:15"
46,53,"2011-08-30 14:16:15"
46,190,"2015-05-14 16:58:38"
46,204,"2015-05-14 16:58:38"
46,205,"2015-05-14 16:58:38"
46,235,"2015-05-14 16:58:38"
46,311,"2015-05-14 16:58:38"
46,353,"2015-05-14 16:58:38"
46,354,"2015-05-14 16:58:38"
46,434,"2015-05-14 16:58:38"
46,438,"2015-05-14 16:58:38"
47,1,"2011-08-30 14:16:15"
47,2,"2011-08-30 14:16:15"
47,46,"2011-08-30 14:16:15"
47,54,"2011-08-30 14:16:15"
47,190,"2015-05-14 16:53:32"
47,204,"2015-05-14 16:53:32"
47,205,"2015-05-14 16:53:32"
47,235,"2015-05-14 16:53:32"
48,1,"2011-08-30 14:16:15"
48,2,"2011-08-30 14:16:15"
48,46,"2011-08-30 14:16:15"
48,55,"2011-08-30 14:16:15"
48,190,"2015-05-14 16:51:31"
48,204,"2015-05-14 16:51:31"
48,235,"2015-05-14 16:51:31"
48,434,"2015-05-14 16:51:31"
48,438,"2015-05-14 16:51:31"
49,1,"2011-08-30 14:16:15"
49,2,"2011-08-30 14:16:15"
49,46,"2011-08-30 14:16:15"
49,56,"2011-08-30 14:16:15"
49,177,"2015-05-14 16:49:12"
49,204,"2015-05-14 16:49:12"
49,205,"2015-05-14 16:49:12"
49,311,"2015-05-14 16:49:12"
49,353,"2015-05-14 16:49:12"
49,354,"2015-05-14 16:49:12"
49,389,"2015-05-14 16:49:12"
49,495,"2015-05-14 16:49:13"
49,566,"2015-05-14 16:49:13"
50,1,"2011-08-30 14:16:15"
50,2,"2011-08-30 14:16:15"
50,46,"2011-08-30 14:16:15"
50,57,"2011-08-30 14:16:15"
50,369,"2015-05-14 16:13:20"
50,373,"2015-05-14 16:13:20"
50,434,"2015-05-14 16:13:20"
50,438,"2015-05-14 16:13:20"
50,495,"2015-05-14 16:13:20"
50,496,"2015-05-14 16:13:20"
51,1,"2011-08-30 14:16:15"
51,2,"2011-08-30 14:16:15"
51,46,"2011-08-30 14:16:15"
51,58,"2011-08-30 14:16:15"
51,495,"2015-05-14 16:08:26"
51,566,"2015-05-14 16:08:26"
52,1,"2011-08-30 14:16:15"
52,2,"2011-08-30 14:16:15"
52,46,"2011-08-30 14:16:15"
52,59,"2011-08-30 14:16:15"
52,353,"2015-05-14 16:07:09"
52,354,"2015-05-14 16:07:09"
52,434,"2015-05-14 16:07:09"
52,438,"2015-05-14 16:07:09"
53,1,"2011-08-30 14:16:15"
53,2,"2011-08-30 14:16:15"
53,46,"2011-08-30 14:16:15"
53,60,"2011-08-30 14:16:15"
53,81,"2015-05-14 16:02:34"
53,137,"2015-05-14 16:02:34"
53,186,"2015-05-14 16:02:34"
53,190,"2015-05-14 16:02:34"
53,204,"2015-05-14 16:02:34"
53,235,"2015-05-14 16:02:34"
53,311,"2015-05-14 16:02:34"
54,1,"2011-08-30 14:16:15"
54,2,"2011-08-30 14:16:15"
54,46,"2011-08-30 14:16:15"
54,61,"2011-08-30 14:16:15"
54,190,"2015-05-14 15:47:02"
54,204,"2015-05-14 15:47:02"
54,205,"2015-05-14 15:47:02"
54,235,"2015-05-14 15:47:02"
54,311,"2015-05-14 15:47:02"
54,434,"2015-05-14 15:47:02"
54,438,"2015-05-14 15:47:02"
54,440,"2015-05-14 15:47:02"
55,1,"2011-08-30 14:16:15"
55,2,"2011-08-30 14:16:15"
55,46,"2011-08-30 14:16:15"
55,62,"2011-08-30 14:16:15"
55,205,"2015-05-14 15:43:23"
55,353,"2015-05-14 15:43:23"
55,354,"2015-05-14 15:43:23"
55,369,"2015-05-14 15:43:23"
55,373,"2015-05-14 15:43:23"
55,389,"2015-05-14 15:43:24"
55,495,"2015-05-14 15:43:24"
55,567,"2015-05-14 15:43:24"
56,1,"2011-08-30 14:16:15"
56,2,"2011-08-30 14:16:15"
56,46,"2011-08-30 14:16:15"
56,63,"2011-08-30 14:16:15"
56,235,"2015-05-13 15:46:57"
56,353,"2015-05-13 15:46:57"
56,354,"2015-05-13 15:46:57"
56,389,"2015-05-13 15:46:57"
57,1,"2011-08-30 14:16:15"
57,2,"2011-08-30 14:16:15"
57,46,"2011-08-30 14:16:15"
57,64,"2011-08-30 14:16:15"
57,81,"2015-05-13 15:45:17"
57,190,"2015-05-13 15:45:17"
57,204,"2015-05-13 15:45:17"
57,205,"2015-05-13 15:45:17"
57,235,"2015-05-13 15:45:17"
57,353,"2015-05-13 15:45:17"
57,354,"2015-05-13 15:45:17"
57,369,"2015-05-13 15:45:17"
57,373,"2015-05-13 15:45:17"
57,389,"2015-05-13 15:45:17"
57,433,"2015-05-13 15:45:17"
57,434,"2015-05-13 15:45:17"
57,438,"2015-05-13 15:45:17"
58,1,"2011-08-30 14:16:15"
58,2,"2011-08-30 14:16:15"
58,46,"2011-08-30 14:16:15"
58,65,"2011-08-30 14:16:15"
58,369,"2015-05-13 15:26:44"
58,373,"2015-05-13 15:26:44"
59,1,"2011-08-30 14:16:15"
59,2,"2011-08-30 14:16:15"
59,46,"2011-08-30 14:16:15"
59,66,"2011-08-30 14:16:15"
59,434,"2015-05-13 15:21:35"
59,438,"2015-05-13 15:21:35"
59,495,"2015-05-13 15:21:35"
59,566,"2015-05-13 15:21:35"
60,1,"2011-08-30 14:16:15"
60,2,"2011-08-30 14:16:15"
60,46,"2011-08-30 14:16:15"
60,67,"2011-08-30 14:16:15"
60,204,"2015-05-13 15:10:33"
60,205,"2015-05-13 15:10:33"
60,495,"2015-05-13 15:10:33"
60,566,"2015-05-13 15:10:33"
61,1,"2011-08-30 14:16:15"
61,2,"2011-08-30 14:16:15"
61,46,"2011-08-30 14:16:15"
61,91,"2012-12-27 11:41:38"
61,190,"2015-05-13 15:07:24"
61,204,"2015-05-13 15:07:24"
61,235,"2015-05-13 15:07:24"
61,311,"2015-05-13 15:07:24"
61,353,"2015-05-13 15:07:24"
61,354,"2015-05-13 15:07:24"
61,434,"2015-05-13 15:07:24"
61,438,"2015-05-13 15:07:24"
62,1,"2011-08-30 14:16:15"
62,2,"2011-08-30 14:16:15"
62,46,"2011-08-30 14:16:15"
62,91,"2012-12-27 11:41:38"
62,353,"2015-05-13 13:26:14"
62,354,"2015-05-13 13:26:14"
62,434,"2015-05-13 13:26:14"
62,438,"2015-05-13 13:26:14"
63,1,"2011-08-30 14:16:15"
63,2,"2011-08-30 14:16:15"
63,46,"2011-08-30 14:16:15"
63,70,"2011-08-30 14:16:15"
63,353,"2015-05-13 13:12:07"
63,354,"2015-05-13 13:12:07"
63,434,"2015-05-13 13:12:07"
63,438,"2015-05-13 13:12:07"
63,495,"2015-05-13 13:12:07"
63,567,"2015-05-13 13:12:07"
64,1,"2011-08-30 14:16:15"
64,2,"2011-08-30 14:16:15"
64,46,"2011-08-30 14:16:15"
64,71,"2011-08-30 14:16:15"
64,434,"2015-05-12 15:29:27"
64,438,"2015-05-12 15:29:27"
64,495,"2015-05-13 13:09:13"
64,566,"2015-05-13 13:09:13"
65,1,"2011-08-30 14:16:15"
65,2,"2011-08-30 14:16:15"
65,46,"2011-08-30 14:16:15"
65,72,"2011-08-30 14:16:15"
65,190,"2015-05-12 14:26:20"
65,204,"2015-05-12 14:26:20"
65,205,"2015-05-12 14:26:20"
65,235,"2015-05-12 14:26:20"
65,389,"2015-05-12 14:26:20"
65,433,"2015-05-12 14:26:20"
65,434,"2015-05-12 14:26:20"
65,438,"2015-05-12 14:26:20"
65,857,"2015-05-12 14:26:20"
66,1,"2011-08-30 14:16:15"
66,2,"2011-08-30 14:16:15"
66,46,"2011-08-30 14:16:15"
66,73,"2011-08-30 14:16:15"
66,353,"2015-05-12 12:41:27"
66,354,"2015-05-12 12:41:27"
66,434,"2015-05-12 12:41:27"
66,438,"2015-05-12 12:41:27"
67,1,"2011-08-30 14:16:15"
67,2,"2011-08-30 14:16:15"
67,46,"2011-08-30 14:16:15"
67,74,"2011-08-30 14:16:15"
67,205,"2015-05-05 19:49:30"
67,389,"2015-05-05 19:49:30"
68,1,"2011-08-30 14:16:15"
68,2,"2011-08-30 14:16:15"
68,46,"2011-08-30 14:16:15"
68,75,"2011-08-30 14:16:15"
68,204,"2015-05-05 19:46:55"
68,205,"2015-05-05 19:46:55"
68,353,"2015-05-05 19:46:55"
68,354,"2015-05-05 19:46:55"
68,495,"2015-05-05 19:46:55"
68,566,"2015-05-05 19:46:55"
69,1,"2011-08-30 14:16:15"
69,2,"2011-08-30 14:16:15"
69,46,"2011-08-30 14:16:15"
69,76,"2011-08-30 14:16:15"
69,204,"2015-05-05 18:52:06"
69,205,"2015-05-05 18:52:06"
70,1,"2011-08-30 14:16:15"
70,2,"2011-08-30 14:16:15"
70,46,"2011-08-30 14:16:15"
70,77,"2011-08-30 14:16:15"
70,204,"2015-05-05 18:50:17"
70,205,"2015-05-05 18:50:17"
70,495,"2015-05-05 18:50:17"
70,566,"2015-05-05 18:50:17"
71,1,"2011-08-30 14:16:15"
71,2,"2011-08-30 14:16:15"
71,46,"2011-08-30 14:16:15"
71,78,"2011-08-30 14:16:15"
71,204,"2015-05-05 17:22:26"
71,205,"2015-05-05 17:22:26"
71,353,"2015-05-05 17:22:26"
71,354,"2015-05-05 17:22:26"
71,495,"2015-05-05 17:22:26"
71,496,"2015-05-05 17:22:26"
72,1,"2011-08-30 14:16:15"
72,2,"2011-08-30 14:16:15"
72,46,"2011-08-30 14:16:15"
72,79,"2011-08-30 14:16:15"
72,156,"2015-05-05 13:55:05"
72,353,"2015-05-05 13:55:05"
72,354,"2015-05-05 13:55:05"
72,369,"2015-05-05 13:55:05"
72,373,"2015-05-05 13:55:05"
72,434,"2015-05-05 13:55:05"
72,438,"2015-05-05 13:55:05"
73,1,"2011-08-30 14:16:15"
73,2,"2011-08-30 14:16:15"
73,46,"2011-08-30 14:16:15"
73,80,"2011-08-30 14:16:15"
73,81,"2015-05-05 13:46:16"
73,190,"2015-05-05 13:46:16"
73,204,"2015-05-05 13:46:16"
73,235,"2015-05-05 13:46:17"
73,369,"2015-05-05 13:46:16"
73,384,"2015-05-05 13:46:16"
73,385,"2015-05-05 13:46:16"
73,389,"2015-05-05 13:46:17"
73,433,"2015-05-05 13:46:17"
74,1,"2011-08-30 14:16:16"
74,3,"2011-08-30 14:16:16"
74,5,"2011-08-30 14:16:16"
74,81,"2011-08-30 14:16:16"
74,82,"2011-08-30 14:16:16"
75,1,"2011-08-30 14:16:16"
75,3,"2011-08-30 14:16:16"
75,4,"2011-08-30 14:16:16"
75,5,"2011-08-30 14:16:16"
75,81,"2011-08-30 14:16:16"
76,1,"2011-08-30 14:16:16"
76,3,"2011-08-30 14:16:16"
76,5,"2011-08-30 14:16:16"
76,6,"2011-08-30 14:16:16"
76,81,"2011-08-30 14:16:16"
77,1,"2011-08-30 14:16:16"
77,3,"2011-08-30 14:16:16"
77,5,"2011-08-30 14:16:16"
77,81,"2011-08-30 14:16:16"
77,83,"2011-08-30 14:16:16"
78,1,"2011-08-30 14:16:16"
78,3,"2011-08-30 14:16:16"
78,5,"2011-08-30 14:16:16"
78,81,"2011-08-30 14:16:16"
78,84,"2011-08-30 14:16:16"
79,1,"2011-08-30 14:16:16"
79,3,"2011-08-30 14:16:16"
79,5,"2011-08-30 14:16:16"
79,8,"2011-08-30 14:16:16"
79,81,"2011-08-30 14:16:16"
80,1,"2011-08-30 14:16:16"
80,3,"2011-08-30 14:16:16"
80,5,"2011-08-30 14:16:16"
80,81,"2011-08-30 14:16:16"
80,85,"2011-08-30 14:16:16"
81,1,"2011-08-30 14:16:16"
81,3,"2011-08-30 14:16:16"
81,5,"2011-08-30 14:16:16"
81,81,"2011-08-30 14:16:16"
81,86,"2011-08-30 14:16:16"
82,1,"2011-08-30 14:16:16"
82,3,"2011-08-30 14:16:16"
82,5,"2011-08-30 14:16:16"
82,81,"2011-08-30 14:16:16"
82,87,"2011-08-30 14:16:16"
83,1,"2011-08-30 14:16:16"
83,3,"2011-08-30 14:16:16"
83,5,"2011-08-30 14:16:16"
83,81,"2011-08-30 14:16:16"
83,88,"2011-08-30 14:16:16"
84,1,"2011-08-30 14:16:16"
84,3,"2011-08-30 14:16:16"
84,5,"2011-08-30 14:16:16"
84,81,"2011-08-30 14:16:16"
84,89,"2011-08-30 14:16:16"
85,1,"2011-08-30 14:16:16"
85,3,"2011-08-30 14:16:16"
85,5,"2011-08-30 14:16:16"
85,10,"2011-08-30 14:16:16"
85,81,"2011-08-30 14:16:16"
86,1,"2011-08-30 14:16:16"
86,3,"2011-08-30 14:16:16"
86,5,"2011-08-30 14:16:16"
86,81,"2011-08-30 14:16:16"
86,90,"2011-08-30 14:16:16"
87,1,"2011-08-30 14:16:16"
87,3,"2011-08-30 14:16:16"
87,5,"2011-08-30 14:16:16"
87,11,"2011-08-30 14:16:16"
87,81,"2011-08-30 14:16:16"
88,1,"2011-08-30 14:16:16"
88,3,"2011-08-30 14:16:16"
88,5,"2011-08-30 14:16:16"
88,13,"2011-08-30 14:16:16"
88,81,"2011-08-30 14:16:16"
89,1,"2011-08-30 14:16:16"
89,3,"2011-08-30 14:16:16"
89,5,"2011-08-30 14:16:16"
89,81,"2011-08-30 14:16:16"
89,91,"2011-08-30 14:16:16"
90,1,"2011-08-30 14:16:16"
90,3,"2011-08-30 14:16:16"
90,5,"2011-08-30 14:16:16"
90,81,"2011-08-30 14:16:16"
90,92,"2011-08-30 14:16:16"
91,1,"2011-08-30 14:16:16"
91,3,"2011-08-30 14:16:16"
91,5,"2011-08-30 14:16:16"
91,17,"2011-08-30 14:16:16"
91,81,"2011-08-30 14:16:16"
92,1,"2011-08-30 14:16:16"
92,3,"2011-08-30 14:16:16"
92,5,"2011-08-30 14:16:16"
92,18,"2011-08-30 14:16:16"
92,81,"2011-08-30 14:16:16"
93,1,"2011-08-30 14:16:16"
93,3,"2011-08-30 14:16:16"
93,5,"2011-08-30 14:16:16"
93,81,"2011-08-30 14:16:16"
93,93,"2011-08-30 14:16:16"
94,1,"2011-08-30 14:16:16"
94,3,"2011-08-30 14:16:16"
94,5,"2011-08-30 14:16:16"
94,20,"2011-08-30 14:16:16"
94,81,"2011-08-30 14:16:16"
95,1,"2011-08-30 14:16:16"
95,3,"2011-08-30 14:16:16"
95,5,"2011-08-30 14:16:16"
95,81,"2011-08-30 14:16:16"
95,94,"2011-08-30 14:16:16"
96,1,"2011-08-30 14:16:16"
96,3,"2011-08-30 14:16:16"
96,5,"2011-08-30 14:16:16"
96,21,"2011-08-30 14:16:16"
96,81,"2011-08-30 14:16:16"
97,1,"2011-08-30 14:16:16"
97,3,"2011-08-30 14:16:16"
97,5,"2011-08-30 14:16:16"
97,22,"2011-08-30 14:16:16"
97,81,"2011-08-30 14:16:16"
98,1,"2011-08-30 14:16:16"
98,3,"2011-08-30 14:16:16"
98,5,"2011-08-30 14:16:16"
98,23,"2011-08-30 14:16:16"
98,81,"2011-08-30 14:16:16"
99,1,"2011-08-30 14:16:16"
99,3,"2011-08-30 14:16:16"
99,5,"2011-08-30 14:16:16"
99,81,"2011-08-30 14:16:16"
99,95,"2011-08-30 14:16:16"
100,1,"2011-08-30 14:16:16"
100,3,"2011-08-30 14:16:16"
100,5,"2011-08-30 14:16:16"
100,81,"2011-08-30 14:16:16"
100,96,"2011-08-30 14:16:16"
101,1,"2011-08-30 14:16:16"
101,3,"2011-08-30 14:16:16"
101,5,"2011-08-30 14:16:16"
101,81,"2011-08-30 14:16:16"
101,97,"2011-08-30 14:16:16"
102,1,"2011-08-30 14:16:16"
102,3,"2011-08-30 14:16:16"
102,5,"2011-08-30 14:16:16"
102,25,"2011-08-30 14:16:16"
102,81,"2011-08-30 14:16:16"
103,1,"2011-08-30 14:16:16"
103,3,"2011-08-30 14:16:16"
103,5,"2011-08-30 14:16:16"
103,81,"2011-08-30 14:16:16"
103,98,"2011-08-30 14:16:16"
104,1,"2011-08-30 14:16:16"
104,3,"2011-08-30 14:16:16"
104,5,"2011-08-30 14:16:16"
104,81,"2011-08-30 14:16:16"
104,99,"2011-08-30 14:16:16"
105,1,"2011-08-30 14:16:16"
105,3,"2011-08-30 14:16:16"
105,5,"2011-08-30 14:16:16"
105,81,"2011-08-30 14:16:16"
105,100,"2011-08-30 14:16:16"
106,1,"2011-08-30 14:16:16"
106,3,"2011-08-30 14:16:16"
106,5,"2011-08-30 14:16:16"
106,27,"2011-08-30 14:16:16"
106,81,"2011-08-30 14:16:16"
107,1,"2011-08-30 14:16:16"
107,3,"2011-08-30 14:16:16"
107,5,"2011-08-30 14:16:16"
107,28,"2011-08-30 14:16:16"
107,81,"2011-08-30 14:16:16"
108,1,"2011-08-30 14:16:16"
108,3,"2011-08-30 14:16:16"
108,5,"2011-08-30 14:16:16"
108,81,"2011-08-30 14:16:16"
108,101,"2011-08-30 14:16:16"
109,1,"2011-08-30 14:16:16"
109,3,"2011-08-30 14:16:16"
109,5,"2011-08-30 14:16:16"
109,81,"2011-08-30 14:16:16"
109,102,"2011-08-30 14:16:16"
110,1,"2011-08-30 14:16:16"
110,3,"2011-08-30 14:16:16"
110,5,"2011-08-30 14:16:16"
110,30,"2011-08-30 14:16:16"
110,81,"2011-08-30 14:16:16"
111,1,"2011-08-30 14:16:16"
111,3,"2011-08-30 14:16:16"
111,5,"2011-08-30 14:16:16"
111,31,"2011-08-30 14:16:16"
111,81,"2011-08-30 14:16:16"
112,1,"2011-08-30 14:16:16"
112,3,"2011-08-30 14:16:16"
112,5,"2011-08-30 14:16:16"
112,31,"2012-12-14 11:13:26"
112,81,"2011-08-30 14:16:16"
113,1,"2011-08-30 14:16:16"
113,3,"2011-08-30 14:16:16"
113,5,"2011-08-30 14:16:16"
113,81,"2011-08-30 14:16:16"
113,104,"2011-08-30 14:16:16"
114,1,"2011-08-30 14:16:16"
114,3,"2011-08-30 14:16:16"
114,5,"2011-08-30 14:16:16"
114,12,"2011-08-30 14:16:16"
114,81,"2011-08-30 14:16:16"
115,1,"2011-08-30 14:16:16"
115,7,"2014-07-15 10:52:03"
115,34,"2011-08-30 14:16:16"
115,35,"2011-08-30 14:16:16"
115,81,"2011-08-30 14:16:16"
116,1,"2011-08-30 14:16:16"
116,7,"2014-07-15 10:54:37"
116,34,"2011-08-30 14:16:16"
116,81,"2011-08-30 14:16:16"
116,105,"2011-08-30 14:16:16"
117,1,"2011-08-30 14:16:16"
117,7,"2011-08-30 14:16:16"
117,34,"2011-08-30 14:16:16"
117,81,"2011-08-30 14:16:16"
117,106,"2011-08-30 14:16:16"
